,Date,Time,No. of Transactions
2381,2019-03-06,17:15:00,37
2382,2019-03-06,17:30:00,32
2383,2019-03-06,17:45:00,14
2384,2019-03-06,18:00:00,26
2385,2019-03-06,18:15:00,22
2386,2019-03-06,18:30:00,16
2387,2019-03-06,18:45:00,11
2388,2019-03-06,19:00:00,18
2389,2019-03-06,19:15:00,11
2390,2019-03-06,19:30:00,4
2391,2019-03-06,19:45:00,7
2392,2019-03-06,20:00:00,16
2393,2019-03-06,20:15:00,6
2394,2019-03-06,20:30:00,11
2395,2019-03-06,20:45:00,6
2396,2019-03-07,06:30:00,1
2397,2019-03-07,06:45:00,1
2398,2019-03-07,07:00:00,5
2399,2019-03-07,07:15:00,12
2400,2019-03-07,07:30:00,15
2401,2019-03-07,07:45:00,16
2402,2019-03-07,08:00:00,28
2403,2019-03-07,08:15:00,22
2404,2019-03-07,08:30:00,22
2405,2019-03-07,08:45:00,24
2406,2019-03-07,09:00:00,21
2407,2019-03-07,09:15:00,44
2408,2019-03-07,09:30:00,64
2409,2019-03-07,09:45:00,56
2410,2019-03-07,10:00:00,57
2411,2019-03-07,10:15:00,83
2412,2019-03-07,10:30:00,60
2413,2019-03-07,10:45:00,48
2414,2019-03-07,11:00:00,37
2415,2019-03-07,11:15:00,98
2416,2019-03-07,11:30:00,87
2417,2019-03-07,11:45:00,73
2418,2019-03-07,12:00:00,70
2419,2019-03-07,12:15:00,70
2420,2019-03-07,12:30:00,100
2421,2019-03-07,12:45:00,75
2422,2019-03-07,13:00:00,61
2423,2019-03-07,13:15:00,69
2424,2019-03-07,13:30:00,73
2425,2019-03-07,13:45:00,54
2426,2019-03-07,14:00:00,60
2427,2019-03-07,14:15:00,69
2428,2019-03-07,14:30:00,70
2429,2019-03-07,14:45:00,46
2430,2019-03-07,15:00:00,54
2431,2019-03-07,15:15:00,59
2432,2019-03-07,15:30:00,55
2433,2019-03-07,15:45:00,49
2434,2019-03-07,16:00:00,59
2435,2019-03-07,16:15:00,45
2436,2019-03-07,16:30:00,40
2437,2019-03-07,16:45:00,46
2438,2019-03-07,17:00:00,44
2439,2019-03-07,17:15:00,42
2440,2019-03-07,17:30:00,30
2441,2019-03-07,17:45:00,20
2442,2019-03-07,18:00:00,23
2443,2019-03-07,18:15:00,18
2444,2019-03-07,18:30:00,15
2445,2019-03-07,18:45:00,12
2446,2019-03-07,19:00:00,8
2447,2019-03-07,19:15:00,14
2448,2019-03-07,19:30:00,8
2449,2019-03-07,19:45:00,4
2450,2019-03-07,20:00:00,12
2451,2019-03-07,20:15:00,7
2452,2019-03-07,20:30:00,5
2453,2019-03-07,20:45:00,6
2454,2019-03-08,06:30:00,1
2455,2019-03-08,07:00:00,8
2456,2019-03-08,07:15:00,14
2457,2019-03-08,07:30:00,16
2458,2019-03-08,07:45:00,14
2459,2019-03-08,08:00:00,29
2460,2019-03-08,08:15:00,31
2461,2019-03-08,08:30:00,17
2462,2019-03-08,08:45:00,18
2463,2019-03-08,09:00:00,26
2464,2019-03-08,09:15:00,51
2465,2019-03-08,09:30:00,61
2466,2019-03-08,09:45:00,33
2467,2019-03-08,10:00:00,48
2468,2019-03-08,10:15:00,94
2469,2019-03-08,10:30:00,75
2470,2019-03-08,10:45:00,52
2471,2019-03-08,11:00:00,47
2472,2019-03-08,11:15:00,77
2473,2019-03-08,11:30:00,65
2474,2019-03-08,11:45:00,63
2475,2019-03-08,12:00:00,67
2476,2019-03-08,12:15:00,99
2477,2019-03-08,12:30:00,80
2478,2019-03-08,12:45:00,70
2479,2019-03-08,13:00:00,52
2480,2019-03-08,13:15:00,69
2481,2019-03-08,13:30:00,63
2482,2019-03-08,13:45:00,36
2483,2019-03-08,14:00:00,50
2484,2019-03-08,14:15:00,57
2485,2019-03-08,14:30:00,43
2486,2019-03-08,14:45:00,46
2487,2019-03-08,15:00:00,47
2488,2019-03-08,15:15:00,56
2489,2019-03-08,15:30:00,30
2490,2019-03-08,15:45:00,24
2491,2019-03-08,16:00:00,17
2492,2019-03-08,16:15:00,24
2493,2019-03-08,16:30:00,36
2494,2019-03-08,16:45:00,20
2495,2019-03-08,17:00:00,27
2496,2019-03-08,17:15:00,13
2497,2019-03-08,17:30:00,14
2498,2019-03-08,17:45:00,18
2499,2019-03-08,18:00:00,19
2500,2019-03-08,18:15:00,10
2501,2019-03-08,18:30:00,11
2502,2019-03-08,18:45:00,16
2503,2019-03-08,19:00:00,8
2504,2019-03-08,19:15:00,7
2505,2019-03-08,19:30:00,6
2506,2019-03-08,19:45:00,1
2507,2019-03-08,20:00:00,4
2508,2019-03-08,20:15:00,4
2509,2019-03-08,20:30:00,3
2510,2019-03-08,20:45:00,2
2511,2019-03-09,07:45:00,2
2512,2019-03-09,08:00:00,4
2513,2019-03-09,08:15:00,3
2514,2019-03-09,08:30:00,5
2515,2019-03-09,08:45:00,5
2516,2019-03-09,09:00:00,6
2517,2019-03-09,09:15:00,1
2518,2019-03-09,09:30:00,7
2519,2019-03-09,09:45:00,4
2520,2019-03-09,10:00:00,1
2521,2019-03-09,10:15:00,5
2522,2019-03-09,10:30:00,9
2523,2019-03-09,10:45:00,7
2524,2019-03-09,11:00:00,12
2525,2019-03-09,11:15:00,4
2526,2019-03-09,11:30:00,10
2527,2019-03-09,11:45:00,9
2528,2019-03-09,12:00:00,31
2529,2019-03-09,12:15:00,14
2530,2019-03-09,12:30:00,29
2531,2019-03-09,12:45:00,15
2532,2019-03-09,13:00:00,19
2533,2019-03-09,13:15:00,10
2534,2019-03-09,13:30:00,20
2535,2019-03-09,13:45:00,10
2536,2019-03-09,14:00:00,20
2537,2019-03-09,14:15:00,10
2538,2019-03-09,14:30:00,14
2539,2019-03-09,14:45:00,7
2540,2019-03-09,15:00:00,5
2541,2019-03-09,15:15:00,14
2542,2019-03-09,15:30:00,13
2543,2019-03-09,15:45:00,11
2544,2019-03-09,16:00:00,10
2545,2019-03-09,16:15:00,10
2546,2019-03-09,16:30:00,6
2547,2019-03-09,16:45:00,6
2548,2019-03-09,17:00:00,6
2549,2019-03-09,17:15:00,3
2550,2019-03-09,17:30:00,5
2551,2019-03-09,17:45:00,5
2552,2019-03-09,18:00:00,3
2553,2019-03-09,18:15:00,5
2554,2019-03-09,18:30:00,7
2555,2019-03-09,18:45:00,4
2556,2019-03-09,19:00:00,6
2557,2019-03-09,19:30:00,6
2558,2019-03-09,19:45:00,1
2559,2019-03-09,20:00:00,2
2560,2019-03-09,20:15:00,1
2561,2019-03-09,20:45:00,1
2562,2019-03-11,06:30:00,1
2563,2019-03-11,06:45:00,1
2564,2019-03-11,07:00:00,7
2565,2019-03-11,07:15:00,11
2566,2019-03-11,07:30:00,7
2567,2019-03-11,07:45:00,26
2568,2019-03-11,08:00:00,24
2569,2019-03-11,08:15:00,19
2570,2019-03-11,08:30:00,19
2571,2019-03-11,08:45:00,25
2572,2019-03-11,09:00:00,34
2573,2019-03-11,09:15:00,61
2574,2019-03-11,09:30:00,49
2575,2019-03-11,09:45:00,45
2576,2019-03-11,10:00:00,65
2577,2019-03-11,10:15:00,55
2578,2019-03-11,10:30:00,89
2579,2019-03-11,10:45:00,39
2580,2019-03-11,11:00:00,54
2581,2019-03-11,11:15:00,82
2582,2019-03-11,11:30:00,74
2583,2019-03-11,11:45:00,60
2584,2019-03-11,12:00:00,75
2585,2019-03-11,12:15:00,94
2586,2019-03-11,12:30:00,87
2587,2019-03-11,12:45:00,66
2588,2019-03-11,13:00:00,76
2589,2019-03-11,13:15:00,74
2590,2019-03-11,13:30:00,83
2591,2019-03-11,13:45:00,46
2592,2019-03-11,14:00:00,69
2593,2019-03-11,14:15:00,72
2594,2019-03-11,14:30:00,78
2595,2019-03-11,14:45:00,53
2596,2019-03-11,15:00:00,49
2597,2019-03-11,15:15:00,84
2598,2019-03-11,15:30:00,56
2599,2019-03-11,15:45:00,37
2600,2019-03-11,16:00:00,36
2601,2019-03-11,16:15:00,53
2602,2019-03-11,16:30:00,47
2603,2019-03-11,16:45:00,31
2604,2019-03-11,17:00:00,35
2605,2019-03-11,17:15:00,33
2606,2019-03-11,17:30:00,38
2607,2019-03-11,17:45:00,15
2608,2019-03-11,18:00:00,22
2609,2019-03-11,18:15:00,12
2610,2019-03-11,18:30:00,13
2611,2019-03-11,18:45:00,15
2612,2019-03-11,19:00:00,14
2613,2019-03-11,19:15:00,9
2614,2019-03-11,19:30:00,7
2615,2019-03-11,19:45:00,7
2616,2019-03-11,20:00:00,4
2617,2019-03-11,20:15:00,3
2618,2019-03-11,20:30:00,4
2619,2019-03-11,20:45:00,2
2620,2019-03-12,06:30:00,2
2621,2019-03-12,06:45:00,1
2622,2019-03-12,07:00:00,7
2623,2019-03-12,07:15:00,6
2624,2019-03-12,07:30:00,10
2625,2019-03-12,07:45:00,15
2626,2019-03-12,08:00:00,24
2627,2019-03-12,08:15:00,28
2628,2019-03-12,08:30:00,18
2629,2019-03-12,08:45:00,24
2630,2019-03-12,09:00:00,25
2631,2019-03-12,09:15:00,39
2632,2019-03-12,09:30:00,55
2633,2019-03-12,09:45:00,44
2634,2019-03-12,10:00:00,61
2635,2019-03-12,10:15:00,70
2636,2019-03-12,10:30:00,71
2637,2019-03-12,10:45:00,37
2638,2019-03-12,11:00:00,48
2639,2019-03-12,11:15:00,76
2640,2019-03-12,11:30:00,79
2641,2019-03-12,11:45:00,57
2642,2019-03-12,12:00:00,60
2643,2019-03-12,12:15:00,82
2644,2019-03-12,12:30:00,65
2645,2019-03-12,12:45:00,66
2646,2019-03-12,13:00:00,89
2647,2019-03-12,13:15:00,70
2648,2019-03-12,13:30:00,69
2649,2019-03-12,13:45:00,60
2650,2019-03-12,14:00:00,66
2651,2019-03-12,14:15:00,76
2652,2019-03-12,14:30:00,75
2653,2019-03-12,14:45:00,51
2654,2019-03-12,15:00:00,67
2655,2019-03-12,15:15:00,61
2656,2019-03-12,15:30:00,72
2657,2019-03-12,15:45:00,60
2658,2019-03-12,16:00:00,49
2659,2019-03-12,16:15:00,56
2660,2019-03-12,16:30:00,56
2661,2019-03-12,16:45:00,40
2662,2019-03-12,17:00:00,31
2663,2019-03-12,17:15:00,31
2664,2019-03-12,17:30:00,42
2665,2019-03-12,17:45:00,29
2666,2019-03-12,18:00:00,23
2667,2019-03-12,18:15:00,18
2668,2019-03-12,18:30:00,15
2669,2019-03-12,18:45:00,12
2670,2019-03-12,19:00:00,11
2671,2019-03-12,19:15:00,18
2672,2019-03-12,19:30:00,23
2673,2019-03-12,19:45:00,17
2674,2019-03-12,20:00:00,7
2675,2019-03-12,20:15:00,5
2676,2019-03-12,20:30:00,6
2677,2019-03-13,06:45:00,2
2678,2019-03-13,07:00:00,6
2679,2019-03-13,07:15:00,8
2680,2019-03-13,07:30:00,16
2681,2019-03-13,07:45:00,35
2682,2019-03-13,08:00:00,40
2683,2019-03-13,08:15:00,24
2684,2019-03-13,08:30:00,16
2685,2019-03-13,08:45:00,23
2686,2019-03-13,09:00:00,28
2687,2019-03-13,09:15:00,56
2688,2019-03-13,09:30:00,47
2689,2019-03-13,09:45:00,39
2690,2019-03-13,10:00:00,51
2691,2019-03-13,10:15:00,64
2692,2019-03-13,10:30:00,87
2693,2019-03-13,10:45:00,62
2694,2019-03-13,11:00:00,60
2695,2019-03-13,11:15:00,92
2696,2019-03-13,11:30:00,76
2697,2019-03-13,11:45:00,53
2698,2019-03-13,12:00:00,70
2699,2019-03-13,12:15:00,79
2700,2019-03-13,12:30:00,109
2701,2019-03-13,12:45:00,66
2702,2019-03-13,13:00:00,94
2703,2019-03-13,13:15:00,81
2704,2019-03-13,13:30:00,73
2705,2019-03-13,13:45:00,71
2706,2019-03-13,14:00:00,58
2707,2019-03-13,14:15:00,86
2708,2019-03-13,14:30:00,62
2709,2019-03-13,14:45:00,54
2710,2019-03-13,15:00:00,67
2711,2019-03-13,15:15:00,72
2712,2019-03-13,15:30:00,71
2713,2019-03-13,15:45:00,32
2714,2019-03-13,16:00:00,51
2715,2019-03-13,16:15:00,48
2716,2019-03-13,16:30:00,51
2717,2019-03-13,16:45:00,30
2718,2019-03-13,17:00:00,45
2719,2019-03-13,17:15:00,40
2720,2019-03-13,17:30:00,39
2721,2019-03-13,17:45:00,21
2722,2019-03-13,18:00:00,19
2723,2019-03-13,18:15:00,28
2724,2019-03-13,18:30:00,20
2725,2019-03-13,18:45:00,31
2726,2019-03-13,19:00:00,15
2727,2019-03-13,19:15:00,12
2728,2019-03-13,19:30:00,13
2729,2019-03-13,19:45:00,6
2730,2019-03-13,20:00:00,5
2731,2019-03-13,20:15:00,10
2732,2019-03-13,20:30:00,3
2733,2019-03-13,20:45:00,3
2734,2019-03-13,21:00:00,1
2735,2019-03-14,06:45:00,3
2736,2019-03-14,07:00:00,4
2737,2019-03-14,07:15:00,9
2738,2019-03-14,07:30:00,6
2739,2019-03-14,07:45:00,22
2740,2019-03-14,08:00:00,27
2741,2019-03-14,08:15:00,39
2742,2019-03-14,08:30:00,24
2743,2019-03-14,08:45:00,20
2744,2019-03-14,09:00:00,37
2745,2019-03-14,09:15:00,63
2746,2019-03-14,09:30:00,49
2747,2019-03-14,09:45:00,49
2748,2019-03-14,10:00:00,77
2749,2019-03-14,10:15:00,88
2750,2019-03-14,10:30:00,65
2751,2019-03-14,10:45:00,49
2752,2019-03-14,11:00:00,46
2753,2019-03-14,11:15:00,78
2754,2019-03-14,11:30:00,76
2755,2019-03-14,11:45:00,66
2756,2019-03-14,12:00:00,75
2757,2019-03-14,12:15:00,103
2758,2019-03-14,12:30:00,97
2759,2019-03-14,12:45:00,75
2760,2019-03-14,13:00:00,67
2761,2019-03-14,13:15:00,66
2762,2019-03-14,13:30:00,73
2763,2019-03-14,13:45:00,67
2764,2019-03-14,14:00:00,81
2765,2019-03-14,14:15:00,53
2766,2019-03-14,14:30:00,66
2767,2019-03-14,14:45:00,70
2768,2019-03-14,15:00:00,68
2769,2019-03-14,15:15:00,52
2770,2019-03-14,15:30:00,53
2771,2019-03-14,15:45:00,41
2772,2019-03-14,16:00:00,49
2773,2019-03-14,16:15:00,53
2774,2019-03-14,16:30:00,62
2775,2019-03-14,16:45:00,33
2776,2019-03-14,17:00:00,42
2777,2019-03-14,17:15:00,36
2778,2019-03-14,17:30:00,26
2779,2019-03-14,17:45:00,33
2780,2019-03-14,18:00:00,23
2781,2019-03-14,18:15:00,20
2782,2019-03-14,18:30:00,18
2783,2019-03-14,18:45:00,1
2784,2019-03-15,06:45:00,4
2785,2019-03-15,07:00:00,3
2786,2019-03-15,07:15:00,7
2787,2019-03-15,07:30:00,19
2788,2019-03-15,07:45:00,18
2789,2019-03-15,08:00:00,25
2790,2019-03-15,08:15:00,25
2791,2019-03-15,08:30:00,23
2792,2019-03-15,08:45:00,30
2793,2019-03-15,09:00:00,33
2794,2019-03-15,09:15:00,55
2795,2019-03-15,09:30:00,58
2796,2019-03-15,09:45:00,46
2797,2019-03-15,10:00:00,43
2798,2019-03-15,10:15:00,91
2799,2019-03-15,10:30:00,73
2800,2019-03-15,10:45:00,43
2801,2019-03-15,11:00:00,69
2802,2019-03-15,11:15:00,77
2803,2019-03-15,11:30:00,75
2804,2019-03-15,11:45:00,43
2805,2019-03-15,12:00:00,65
2806,2019-03-15,12:15:00,92
2807,2019-03-15,12:30:00,76
2808,2019-03-15,12:45:00,49
2809,2019-03-15,13:00:00,63
2810,2019-03-15,13:15:00,62
2811,2019-03-15,13:30:00,78
2812,2019-03-15,13:45:00,51
2813,2019-03-15,14:00:00,72
2814,2019-03-15,14:15:00,62
2815,2019-03-15,14:30:00,53
2816,2019-03-15,14:45:00,48
2817,2019-03-15,15:00:00,29
2818,2019-03-15,15:15:00,38
2819,2019-03-15,15:30:00,51
2820,2019-03-15,15:45:00,37
2821,2019-03-15,16:00:00,25
2822,2019-03-15,16:15:00,32
2823,2019-03-15,16:30:00,33
2824,2019-03-15,16:45:00,23
2825,2019-03-15,17:00:00,32
2826,2019-03-15,17:15:00,29
2827,2019-03-15,17:30:00,19
2828,2019-03-15,17:45:00,16
2829,2019-03-15,18:00:00,17
2830,2019-03-15,18:15:00,16
2831,2019-03-15,18:30:00,12
2832,2019-03-15,18:45:00,17
2833,2019-03-15,19:00:00,9
2834,2019-03-15,19:15:00,3
2835,2019-03-15,19:30:00,3
2836,2019-03-15,19:45:00,7
2837,2019-03-15,20:00:00,5
2838,2019-03-15,20:15:00,1
2839,2019-03-15,20:30:00,2
2840,2019-03-16,08:00:00,7
2841,2019-03-16,08:15:00,6
2842,2019-03-16,08:30:00,3
2843,2019-03-16,08:45:00,4
2844,2019-03-16,09:00:00,5
2845,2019-03-16,09:15:00,9
2846,2019-03-16,09:30:00,7
2847,2019-03-16,09:45:00,11
2848,2019-03-16,10:00:00,6
2849,2019-03-16,10:15:00,8
2850,2019-03-16,10:30:00,9
2851,2019-03-16,10:45:00,8
2852,2019-03-16,11:00:00,10
2853,2019-03-16,11:15:00,6
2854,2019-03-16,11:30:00,8
2855,2019-03-16,11:45:00,14
2856,2019-03-16,12:00:00,13
2857,2019-03-16,12:15:00,24
2858,2019-03-16,12:30:00,29
2859,2019-03-16,12:45:00,27
2860,2019-03-16,13:00:00,16
2861,2019-03-16,13:15:00,21
2862,2019-03-16,13:30:00,14
2863,2019-03-16,13:45:00,7
2864,2019-03-16,14:00:00,12
2865,2019-03-16,14:15:00,15
2866,2019-03-16,14:30:00,15
2867,2019-03-16,14:45:00,14
2868,2019-03-16,15:00:00,14
2869,2019-03-16,15:15:00,12
2870,2019-03-16,15:30:00,9
2871,2019-03-16,15:45:00,17
2872,2019-03-16,16:00:00,15
2873,2019-03-16,16:15:00,25
2874,2019-03-16,16:30:00,18
2875,2019-03-16,16:45:00,19
2876,2019-03-16,17:00:00,12
2877,2019-03-16,17:15:00,10
2878,2019-03-16,17:30:00,5
2879,2019-03-16,17:45:00,10
2880,2019-03-16,18:00:00,5
2881,2019-03-16,18:15:00,8
2882,2019-03-16,18:30:00,5
2883,2019-03-16,18:45:00,3
2884,2019-03-16,19:00:00,1
2885,2019-03-16,19:15:00,14
2886,2019-03-16,19:30:00,8
2887,2019-03-16,19:45:00,7
2888,2019-03-16,20:00:00,3
2889,2019-03-16,20:15:00,3
2890,2019-03-16,20:30:00,3
2891,2019-03-16,20:45:00,7
2892,2019-03-18,06:45:00,1
2893,2019-03-18,07:00:00,7
2894,2019-03-18,07:15:00,12
2895,2019-03-18,07:30:00,33
2896,2019-03-18,07:45:00,35
2897,2019-03-18,08:00:00,52
2898,2019-03-18,08:15:00,31
2899,2019-03-18,08:30:00,13
2900,2019-03-18,08:45:00,15
2901,2019-03-18,09:00:00,20
2902,2019-03-18,09:15:00,32
2903,2019-03-18,09:30:00,39
2904,2019-03-18,09:45:00,59
2905,2019-03-18,10:00:00,42
2906,2019-03-18,10:15:00,44
2907,2019-03-18,10:30:00,53
2908,2019-03-18,10:45:00,42
2909,2019-03-18,11:00:00,30
2910,2019-03-18,11:15:00,41
2911,2019-03-18,11:30:00,52
2912,2019-03-18,11:45:00,53
2913,2019-03-18,12:00:00,50
2914,2019-03-18,12:15:00,56
2915,2019-03-18,12:30:00,74
2916,2019-03-18,12:45:00,64
2917,2019-03-18,13:00:00,56
2918,2019-03-18,13:15:00,65
2919,2019-03-18,13:30:00,53
2920,2019-03-18,13:45:00,69
2921,2019-03-18,14:00:00,62
2922,2019-03-18,14:15:00,47
2923,2019-03-18,14:30:00,26
2924,2019-03-18,14:45:00,35
2925,2019-03-18,15:00:00,34
2926,2019-03-18,15:15:00,42
2927,2019-03-18,15:30:00,63
2928,2019-03-18,15:45:00,23
2929,2019-03-18,16:00:00,39
2930,2019-03-18,16:15:00,48
2931,2019-03-18,16:30:00,43
2932,2019-03-18,16:45:00,27
2933,2019-03-18,17:00:00,23
2934,2019-03-18,17:15:00,14
2935,2019-03-18,17:30:00,13
2936,2019-03-18,17:45:00,17
2937,2019-03-18,18:00:00,22
2938,2019-03-18,18:15:00,29
2939,2019-03-18,18:30:00,10
2940,2019-03-18,18:45:00,15
2941,2019-03-18,19:00:00,10
2942,2019-03-18,19:15:00,4
2943,2019-03-18,19:30:00,10
2944,2019-03-18,19:45:00,3
2945,2019-03-18,20:00:00,5
2946,2019-03-18,20:15:00,3
2947,2019-03-18,20:30:00,3
2948,2019-03-18,20:45:00,1
2949,2019-03-19,06:30:00,1
2950,2019-03-19,06:45:00,1
2951,2019-03-19,07:00:00,5
2952,2019-03-19,07:15:00,16
2953,2019-03-19,07:30:00,17
2954,2019-03-19,07:45:00,22
2955,2019-03-19,08:00:00,30
2956,2019-03-19,08:15:00,18
2957,2019-03-19,08:30:00,18
2958,2019-03-19,08:45:00,8
2959,2019-03-19,09:00:00,27
2960,2019-03-19,09:15:00,28
2961,2019-03-19,09:30:00,22
2962,2019-03-19,09:45:00,40
2963,2019-03-19,10:00:00,29
2964,2019-03-19,10:15:00,35
2965,2019-03-19,10:30:00,55
2966,2019-03-19,10:45:00,30
2967,2019-03-19,11:00:00,32
2968,2019-03-19,11:15:00,29
2969,2019-03-19,11:30:00,46
2970,2019-03-19,11:45:00,36
2971,2019-03-19,12:00:00,55
2972,2019-03-19,12:15:00,58
2973,2019-03-19,12:30:00,67
2974,2019-03-19,12:45:00,54
2975,2019-03-19,13:00:00,41
2976,2019-03-19,13:15:00,40
2977,2019-03-19,13:30:00,49
2978,2019-03-19,13:45:00,49
2979,2019-03-19,14:00:00,45
2980,2019-03-19,14:15:00,42
2981,2019-03-19,14:30:00,37
2982,2019-03-19,14:45:00,35
2983,2019-03-19,15:00:00,40
2984,2019-03-19,15:15:00,31
2985,2019-03-19,15:30:00,34
2986,2019-03-19,15:45:00,44
2987,2019-03-19,16:00:00,34
2988,2019-03-19,16:15:00,31
2989,2019-03-19,16:30:00,35
2990,2019-03-19,16:45:00,34
2991,2019-03-19,17:00:00,20
2992,2019-03-19,17:15:00,15
2993,2019-03-19,17:30:00,12
2994,2019-03-19,17:45:00,18
2995,2019-03-19,18:00:00,23
2996,2019-03-19,18:15:00,17
2997,2019-03-19,18:30:00,11
2998,2019-03-19,18:45:00,15
2999,2019-03-19,19:00:00,10
3000,2019-03-19,19:15:00,5
3001,2019-03-19,19:30:00,3
3002,2019-03-19,19:45:00,5
3003,2019-03-19,20:00:00,8
3004,2019-03-19,20:15:00,3
3005,2019-03-19,20:30:00,3
3006,2019-03-19,20:45:00,3
3007,2019-03-20,07:00:00,4
3008,2019-03-20,07:15:00,18
3009,2019-03-20,07:30:00,18
3010,2019-03-20,07:45:00,32
3011,2019-03-20,08:00:00,27
3012,2019-03-20,08:15:00,20
3013,2019-03-20,08:30:00,18
3014,2019-03-20,08:45:00,21
3015,2019-03-20,09:00:00,19
3016,2019-03-20,09:15:00,20
3017,2019-03-20,09:30:00,11
3018,2019-03-20,09:45:00,25
3019,2019-03-20,10:00:00,47
3020,2019-03-20,10:15:00,52
3021,2019-03-20,10:30:00,45
3022,2019-03-20,10:45:00,31
3023,2019-03-20,11:00:00,34
3024,2019-03-20,11:15:00,42
3025,2019-03-20,11:30:00,30
3026,2019-03-20,11:45:00,36
3027,2019-03-20,12:00:00,61
3028,2019-03-20,12:15:00,46
3029,2019-03-20,12:30:00,52
3030,2019-03-20,12:45:00,47
3031,2019-03-20,13:00:00,53
3032,2019-03-20,13:15:00,40
3033,2019-03-20,13:30:00,36
3034,2019-03-20,13:45:00,53
3035,2019-03-20,14:00:00,43
3036,2019-03-20,14:15:00,21
3037,2019-03-20,14:30:00,23
3038,2019-03-20,14:45:00,23
3039,2019-03-20,15:00:00,33
3040,2019-03-20,15:15:00,39
3041,2019-03-20,15:30:00,39
3042,2019-03-20,15:45:00,31
3043,2019-03-20,16:00:00,39
3044,2019-03-20,16:15:00,34
3045,2019-03-20,16:30:00,30
3046,2019-03-20,16:45:00,28
3047,2019-03-20,17:00:00,16
3048,2019-03-20,17:15:00,9
3049,2019-03-20,17:30:00,28
3050,2019-03-20,17:45:00,11
3051,2019-03-20,18:00:00,18
3052,2019-03-20,18:15:00,12
3053,2019-03-20,18:30:00,12
3054,2019-03-20,18:45:00,6
3055,2019-03-20,19:00:00,5
3056,2019-03-20,19:15:00,6
3057,2019-03-20,19:30:00,5
3058,2019-03-20,19:45:00,5
3059,2019-03-20,20:00:00,3
3060,2019-03-20,20:15:00,2
3061,2019-03-20,20:45:00,2
3062,2019-03-21,06:30:00,1
3063,2019-03-21,06:45:00,2
3064,2019-03-21,07:00:00,5
3065,2019-03-21,07:15:00,6
3066,2019-03-21,07:30:00,10
3067,2019-03-21,07:45:00,26
3068,2019-03-21,08:00:00,43
3069,2019-03-21,08:15:00,26
3070,2019-03-21,08:30:00,24
3071,2019-03-21,08:45:00,15
3072,2019-03-21,09:00:00,27
3073,2019-03-21,09:15:00,12
3074,2019-03-21,09:30:00,31
3075,2019-03-21,09:45:00,34
3076,2019-03-21,10:00:00,34
3077,2019-03-21,10:15:00,27
3078,2019-03-21,10:30:00,24
3079,2019-03-21,10:45:00,34
3080,2019-03-21,11:00:00,28
3081,2019-03-21,11:15:00,26
3082,2019-03-21,11:30:00,39
3083,2019-03-21,11:45:00,38
3084,2019-03-21,12:00:00,65
3085,2019-03-21,12:15:00,71
3086,2019-03-21,12:30:00,49
3087,2019-03-21,12:45:00,46
3088,2019-03-21,13:00:00,49
3089,2019-03-21,13:15:00,35
3090,2019-03-21,13:30:00,31
3091,2019-03-21,13:45:00,35
3092,2019-03-21,14:00:00,32
3093,2019-03-21,14:15:00,26
3094,2019-03-21,14:30:00,29
3095,2019-03-21,14:45:00,40
3096,2019-03-21,15:00:00,26
3097,2019-03-21,15:15:00,23
3098,2019-03-21,15:30:00,23
3099,2019-03-21,15:45:00,16
3100,2019-03-21,16:00:00,11
3101,2019-03-21,16:15:00,30
3102,2019-03-21,16:30:00,28
3103,2019-03-21,16:45:00,9
3104,2019-03-22,06:45:00,4
3105,2019-03-22,07:00:00,2
3106,2019-03-22,07:15:00,3
3107,2019-03-22,07:30:00,8
3108,2019-03-22,07:45:00,14
3109,2019-03-22,08:00:00,10
3110,2019-03-22,08:15:00,16
3111,2019-03-22,08:30:00,15
3112,2019-03-22,08:45:00,24
3113,2019-03-22,09:00:00,24
3114,2019-03-22,09:15:00,21
3115,2019-03-22,09:30:00,21
3116,2019-03-22,09:45:00,23
3117,2019-03-22,10:00:00,16
3118,2019-03-22,10:15:00,16
3119,2019-03-22,10:30:00,28
3120,2019-03-22,10:45:00,31
3121,2019-03-22,11:00:00,27
3122,2019-03-22,11:15:00,14
3123,2019-03-22,11:30:00,20
3124,2019-03-22,11:45:00,40
3125,2019-03-22,12:00:00,39
3126,2019-03-22,12:15:00,49
3127,2019-03-22,12:30:00,44
3128,2019-03-22,12:45:00,41
3129,2019-03-22,13:00:00,38
3130,2019-03-22,13:15:00,37
3131,2019-03-22,13:30:00,30
3132,2019-03-22,13:45:00,33
3133,2019-03-22,14:00:00,16
3134,2019-03-22,14:15:00,11
3135,2019-03-22,14:30:00,10
3136,2019-03-22,14:45:00,24
3137,2019-03-22,15:00:00,16
3138,2019-03-22,15:15:00,21
3139,2019-03-22,15:30:00,20
3140,2019-03-22,15:45:00,20
3141,2019-03-22,16:00:00,18
3142,2019-03-22,16:15:00,11
3143,2019-03-22,16:30:00,16
3144,2019-03-22,16:45:00,11
3145,2019-03-25,06:30:00,4
3146,2019-03-25,07:00:00,2
3147,2019-03-25,07:15:00,5
3148,2019-03-25,07:30:00,10
3149,2019-03-25,07:45:00,14
3150,2019-03-25,08:00:00,13
3151,2019-03-25,08:15:00,12
3152,2019-03-25,08:30:00,17
3153,2019-03-25,08:45:00,19
3154,2019-03-25,09:00:00,11
3155,2019-03-25,09:15:00,16
3156,2019-03-25,09:30:00,29
